ciclo,periodo,tipo_recurso_clase,desc_tipo_recurso_clase,rubro,desc_rubro,tipo,desc_tipo,clase,desc_clase,concepto,desc_concepto,concepto_especifico,desc_concepto_esp,monto_estimado,monto_recaudado
2020,Primer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenación de bienes no sujetos al régimen de dominio público",5.1.2.1,Enajenación de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.1,Enajenación de muebles e inmuebles,0,0
2020,Primer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenación de bienes no sujetos al régimen de dominio público",5.1.2.1,Enajenación de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.2,Planta de Asfalto,129807910,33583263
2020,Primer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenación de bienes no sujetos al régimen de dominio público",5.1.2.1,Enajenación de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.3,Tierras y construcciones,265322,396413.16
2020,Primer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.5,Productos Financieros,NA,NA,NA,NA,565703994,359903140.1
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tránsito,NA,NA,127479870,109123749.8
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.1,"Sanciones, Responsabilidades e Indemnizaciones",NA,NA,10977018,127703.21
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.3,"Seguros, Reaseguros, Fianzas y Cauciones",NA,NA,2937784,4899429.99
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.3,Aprovechamientos que se Destinen a la Unidad Generadora de los mismos,NA,NA,118269674,31136557.82
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.4,Otros No Especificados,NA,NA,231605783,211944038.1
2020,Primer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.7,Accesorios de los Aprovechamientos,NA,NA,NA,NA,5692698,2268068.84
2020,Primer Trimestre,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestación de Servicios y Otros Ingresos",7.2,Ingresos por Venta de Bienes y Prestación de Servicios de Entidades Paraestatales y Fideicomisos No Empresariales y No Financieros,NA,NA,NA,NA,NA,NA,2751919182,2695952683
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.2,Fondo de Fomento Municipal,NA,NA,NA,NA,1065244373,1021545038
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.4,Fondo de Fiscalización y Recaudación,NA,NA,NA,NA,853691936,791914654
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.5,Por el consumo de Gasolinas y Diesel efectuado en la Ciudad de México,NA,NA,NA,NA,382790346,305729536
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.2,Fondo de Aportaciones Múltiples,NA,NA,NA,NA,144067539,228007249.4
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.3,Fondo de Aportaciones para la Seguridad Pública,NA,NA,NA,NA,147674346,143718865.3
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.3,Convenios,8.3.1,Convenios con la Federación,NA,NA,NA,NA,949857894,1384015395
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.1,Impuesto sobre Automóviles Nuevos,NA,NA,NA,NA,583734688,421022122
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.1,Por el Impuesto al Valor Agregado,NA,NA,751255453,369270909
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.3,Por el Impuesto Sobre la Renta,NA,NA,639885695,364468217
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.4,Otros,NA,NA,51629269,19782858.79
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.3,Por la Participación de la Recaudación de Impuestos Federales,8.4.3.1,Por el Impuesto sobre la Renta por Enajenación de Bienes Inmuebles y Construcciones,NA,NA,130916323,117807606
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.3,Por la Participación de la Recaudación de Impuestos Federales,8.4.3.2,Régimen de Incorporación Fiscal,NA,NA,102305570,43567329
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.5,Fondo de Compensación del ISAN,NA,NA,NA,NA,155178483,155178483
2020,Primer Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,NA,NA,NA,NA,NA,NA,0,160248637.6
2020,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.1,Predial,NA,NA,NA,NA,13322181323,13875915684
2020,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.2,Sobre Adquisición de Inmuebles,NA,NA,NA,NA,3653979142,2338719103
2020,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.3,Sobre Tenencia o Uso de Vehículos,NA,NA,NA,NA,4417573610,4037696180
2020,Segundo Trimestre,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producción, el consumo y las transacciones",1.3.1,Sobre Espectáculos Públicos,NA,NA,NA,NA,229580044,39809117.69
2020,Segundo Trimestre,3,Ingresos del Sector Paraestatal,2,Cuotas y Aportaciones de Seguridad Social,2.4,Otras Cuotas y Aportaciones para la Seguridad Social,2.4.1,Instituciones Públicas de Seguridad Social,NA,NA,NA,NA,1942450903,950556451.5
2020,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.1,Por los Servicios de Grúa y Almacenaje de Vehículos,NA,NA,NA,NA,19474775,11254594.17
2020,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.3,Por el Uso o Aprovechamiento de Inmuebles,NA,NA,NA,NA,50328369,35177594.48
2020,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.7,Por los Servicios de Alineamiento y Señalamiento de Número Oficial y Expedición de Constancias de Zonificación y Uso de Inmuebles,NA,NA,NA,NA,28051434,16089794.24
2020,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.8,"Por la Supervisión y Revisión de las Obras Públicas Sujetas a Contrato, así como la Auditoría de las mismas",NA,NA,NA,NA,24926760,9595335.94
2020,Segundo Trimestre,1,Ingresos locales,4,Derechos,4.4,Otros Derechos,4.4.1,Otros Derechos,NA,NA,NA,NA,176880281,106110733.8
2020,Segundo Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.1,Por la prestación de servicios que corresponden a funciones de derecho privado,5.1.1.1.1,Policía Auxiliar,3522296716,3363815069
2020,Segundo Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tránsito,NA,NA,256376183,138067095.7
2020,Segundo Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.3,"Seguros, Reaseguros, Fianzas y Cauciones",NA,NA,10990513,5959961.49
2020,Segundo Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.1,Recuperación de Impuestos Federales,NA,NA,484674180,642956466.4
2020,Segundo Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.6,Otros Aprovechamientos,6.1.6.4,Otros No Especificados,NA,NA,594061020,318442082.2
2020,Segundo Trimestre,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestación de Servicios y Otros Ingresos",7.2,Ingresos por Venta de Bienes y Prestación de Servicios de Entidades Paraestatales y Fideicomisos No Empresariales y No Financieros,NA,NA,NA,NA,NA,NA,5497469528,4101892348
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.1,Fondo General de Participaciones,NA,NA,NA,NA,37412823447,34153853672
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.2,Fondo de Fomento Municipal,NA,NA,NA,NA,2253187754,1860835333
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.5,Por el consumo de Gasolinas y Diesel efectuado en la Ciudad de México,NA,NA,NA,NA,783940791,579674949
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.6,Por ingresos derivados del entero de impuestos,NA,NA,NA,NA,4827972282,5335947658
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.1,Fondo de Aportaciones para los Servicios de Salud,NA,NA,NA,NA,2372714226,2318522113
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y las Demarcaciones Territoriales,NA,NA,NA,NA,3593915472,3658511908
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.5,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,NA,NA,NA,NA,1101234192,1138963759
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.6,Fondo de Aportaciones para la Infraestructura Social,NA,NA,NA,NA,730194906,776487487.5
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.1,Por el Impuesto al Valor Agregado,NA,NA,1691281614,655246624
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.4,Otros,NA,NA,113968169,27553093.87
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.3,Por la Participación de la Recaudación de Impuestos Federales,8.4.3.3,Otros,NA,NA,0,0
2020,Segundo Trimestre,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.4,Por Multas Administrativas Impuestas por Autoridades Federales No Fiscales,NA,NA,NA,NA,4972678,2609718
2020,Segundo Trimestre,4,Endeudamiento,0,Ingresos Derivados de Financiamientos,0.1,Endeudamiento interno,NA,NA,NA,NA,NA,NA,0,-3615358284
2020,Anual,1,Ingresos locales,1,Impuestos,1.2,Impuestos sobre el patrimonio,1.2.2,Sobre Adquisición de Inmuebles,NA,NA,NA,NA,7979862725,NA
2020,Anual,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producción, el consumo y las transacciones",1.3.4,Por la Venta Final de Bebidas con contenido Alcohólico,NA,NA,NA,NA,100063971,NA
2020,Anual,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producción, el consumo y las transacciones",1.3.5,Por las Erogaciones en Juegos con Apuestas,NA,NA,NA,NA,431800000,NA
2020,Anual,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.2,Por el Estacionamiento de Vehículos en la Vía Pública,NA,NA,NA,NA,99201943,NA
2020,Anual,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.2,Por la Prestación de Servicios de Registro Civil,NA,NA,NA,NA,250034973,NA
2020,Anual,1,Ingresos locales,4,Derechos,4.4,Otros Derechos,4.4.1,Otros Derechos,NA,NA,NA,NA,345214488,NA
2020,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.1,Por la prestación de servicios que corresponden a funciones de derecho privado,5.1.1.1.1,Policía Auxiliar,7193192646,NA
2020,Anual,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.1,Por la prestación de servicios que corresponden a funciones de derecho privado,5.1.1.1.2,Policía Bancaria e Industrial,5060339736,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tránsito,NA,NA,517001695,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.2,"Otras Multas Administrativas, así como las Impuestas por Autoridades Judiciales y Reparación del daño denunciado por los Ofendidos",NA,NA,735493963,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.1,"Sanciones, Responsabilidades e Indemnizaciones",NA,NA,52109139,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.2,Resarcimientos,NA,NA,9381655,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.2,Indemnizaciones,6.1.2.3,"Seguros, Reaseguros, Fianzas y Cauciones",NA,NA,19924862,NA
2020,Anual,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.7,Accesorios de los Aprovechamientos,NA,NA,NA,NA,39314834,NA
2020,Anual,3,Ingresos del Sector Paraestatal,7,"Ingresos por Venta de Bienes, Prestación de Servicios y Otros Ingresos",7.3,Ingresos por Venta de Bienes y Prestación de Servicios de Entidades Paraestatales Empresariales No Financieras con Participación Estatal Mayoritaria,NA,NA,NA,NA,NA,NA,914149071,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.1,Fondo General de Participaciones,NA,NA,NA,NA,69978319412,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.3,Participaciones en el Impuesto Especial sobre Producción y Servicios,NA,NA,NA,NA,2238810243,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.1,Participaciones,8.1.6,Por ingresos derivados del entero de impuestos,NA,NA,NA,NA,9957814435,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.1,Fondo de Aportaciones para los Servicios de Salud,NA,NA,NA,NA,4799118325,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.3,Fondo de Aportaciones para la Seguridad Pública,NA,NA,NA,NA,492247817,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.2,Aportaciones,8.2.6,Fondo de Aportaciones para la Infraestructura Social,NA,NA,NA,NA,1216991507,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.1,Impuesto sobre Automóviles Nuevos,NA,NA,NA,NA,2294848753,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.1,Por el Impuesto al Valor Agregado,NA,NA,3090496961,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.2,Por Incentivos de Fiscalización y Gestión de Cobro,8.4.2.2,Por Gastos de Ejecución,NA,NA,4492204,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.3,Por la Participación de la Recaudación de Impuestos Federales,8.4.3.1,Por el Impuesto sobre la Renta por Enajenación de Bienes Inmuebles y Construcciones,NA,NA,747733140,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.4,Incentivos derivados de la colaboración fiscal,8.4.4,Por Multas Administrativas Impuestas por Autoridades Federales No Fiscales,NA,NA,NA,NA,19908922,NA
2020,Anual,2,Recursos federales,8,"Participaciones, Aportaciones, Convenios, Incentivos Derivados de la Colaboración Fiscal y Fondos Distintos de Aportaciones",8.5,Fondos Distintos de Aportaciones,NA,NA,NA,NA,NA,NA,0,NA
2020,Anual,4,Endeudamiento,0,Ingresos Derivados de Financiamientos,0.1,Endeudamiento interno,NA,NA,NA,NA,NA,NA,4000000000,NA
2020,Tercer Trimestre,1,Ingresos locales,1,Impuestos,1.3,"Impuestos sobre la producción, el consumo y las transacciones",1.3.5,Por las Erogaciones en Juegos con Apuestas,NA,NA,NA,NA,287620372,72097381
2020,Tercer Trimestre,1,Ingresos locales,1,Impuestos,1.5,Impuestos sobre Nóminas y Asimilables,1.5.1,Sobre Nóminas,NA,NA,NA,NA,20082517723,19894040607
2020,Tercer Trimestre,3,Ingresos del Sector Paraestatal,2,Cuotas y Aportaciones de Seguridad Social,2.4,Otras Cuotas y Aportaciones para la Seguridad Social,2.4.1,Instituciones Públicas de Seguridad Social,NA,NA,NA,NA,2927829757,1682791700
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.1,Por los Servicios de Grúa y Almacenaje de Vehículos,NA,NA,NA,NA,29373556,14960326.64
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.4,Por los Servicios de Construcción y Operación Hidráulica y Por la Autorización para Usar las Redes de Agua y Drenaje,NA,NA,NA,NA,127380766,42684787.14
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.1,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",4.1.6,Por los Servicios de Recolección y Recepción de Residuos Sólidos,NA,NA,NA,NA,16306581,10304822.04
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.2,Por la Prestación de Servicios de Registro Civil,NA,NA,NA,NA,192226624,166102355.5
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.3,Por la Prestación de Servicios por el Suministro de Agua,NA,NA,NA,NA,6053529230,5173166188
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.5,Por los Servicios de Control Vehicular,NA,NA,NA,NA,2282493710,1593592063
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.3,Derechos por prestación de servicios,4.3.8,"Por la Supervisión y Revisión de las Obras Públicas Sujetas a Contrato, así como la Auditoría de las mismas",NA,NA,NA,NA,38722607,11181373.99
2020,Tercer Trimestre,1,Ingresos locales,4,Derechos,4.5,Accesorios de los Derechos,4.5.1,Accesorios de los Derechos,NA,NA,NA,NA,120379901,124132135.4
2020,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.1,Por la prestación de servicios que corresponden a funciones de derecho privado,5.1.1.1.2,Policía Bancaria e Industrial,3257106361,2550277375
2020,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.1,Por la prestación de servicios que corresponden a funciones de derecho privado,5.1.1.1.3,Otros,0,0
2020,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.2,Productos que se Destinen a la Unidad Generadora de los mismos,NA,NA,424139101,211932542.1
2020,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.1,Productos derivados del uso y aprovechamiento de bienes no sujetos a régimen de dominio público,5.1.1.3,Venta de Hologramas de la Verificación Vehicular Obligatoria,NA,NA,269318809,95932721.41
2020,Tercer Trimestre,1,Ingresos locales,5,Productos,5.1,Productos,5.1.2,"Derivados del uso, aprovechamiento o enajenación de bienes no sujetos al régimen de dominio público",5.1.2.1,Enajenación de Bienes Muebles no Sujetos a ser Inventariados,5.1.2.1.3,Tierras y construcciones,1036401,865795.56
2020,Tercer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.1,Multas de Tránsito,NA,NA,386688939,205439161.3
2020,Tercer Trimestre,1,Ingresos locales,6,Aprovechamientos,6.1,Aprovechamientos,6.1.1,Multas,6.1.1.2,"Otras Multas Administrativas, así como las Impuestas por Autoridades Judiciales y Reparación del daño denunciado por los Ofendidos",NA,NA,434148495,165547900.3
